codigo,nome_pt_br,sigla,registro,bit_codigo,largura_codigo,arquivo,cpk_origem,fonte_autoritativa,tamanho_registro,offset_nome_pt_br,largura_nome_pt_br,codificacao_nome_pt_br,hash_country_bin,presente_dt200,presente_dt870_steam,presente_dt870_atualizacao,contrato_extracao,pode_rodar,falta_o_que
114,Dominica,DMA,106,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
115,República Dominicana,DOM,107,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
116,El Salvador,SLV,108,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
117,Granada,GRN,109,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
119,Guatemala,GUA,110,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
120,Haiti,HAI,111,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
121,Honduras,HON,112,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
122,Jamaica,JAM,113,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
124,México,MEX,114,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
125,Montserrat,MSR,115,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
127,Nicarágua,NCA,116,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
128,Panamá,PAN,117,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
129,Porto Rico,PUR,118,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
130,São Cristóvão e Névis,SKN,119,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
131,Santa Lúcia,LCA,120,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
132,S. Vicente e Granadinas,VIN,121,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
133,Trinidade e Tobago,TRI,122,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
134,Ilhas Turcas e Caicos,TCA,123,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
135,Estados Unidos,USA,124,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
136,Ilhas Virgens Brit.,VGB,125,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
137,Ilhas Virgens (EUA),VIR,126,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
139,Suriname,SUR,127,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
140,Curaçau,CUW,128,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
144,Argentina,ARG,129,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
145,Bolívia,BOL,130,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
146,Brasil,BRA,131,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
147,Chile,CHI,132,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
148,Colômbia,COL,133,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
149,Equador,ECU,134,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
150,Paraguai,PAR,135,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
151,Peru,PER,136,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
152,Uruguai,URU,137,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
153,Venezuela,VEN,138,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
159,Guiana,GUY,139,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
161,Samoa Americana,ASA,140,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
162,Austrália,AUS,141,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
163,Ilhas Cook,COK,142,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
164,Fiji,FIJ,143,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
165,Nova Caledônia,NCL,144,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
166,Nova Zelândia,NZL,145,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
167,Papua Nova Guiné,PNG,146,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
168,Samoa,SAM,147,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
169,Ilhas Salomão,SOL,148,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
170,Taiti,TAH,149,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
171,Tonga,TGA,150,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
172,Vanuatu,VAN,151,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
176,Guam,GUM,152,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
184,Palau,PLW,153,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
189,Israel,ISR,154,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
190,Turquia,TUR,155,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
191,Albânia,ALB,156,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
192,Andorra,AND,157,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
193,Armênia,ARM,158,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
194,Áustria,AUT,159,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
195,Azerbaijão,AZE,160,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
196,Bielorrússia,BLR,161,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
197,Bélgica,BEL,162,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
198,Bósnia e Herzegovina,BIH,163,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
199,Bulgária,BUL,164,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
200,Croácia,CRO,165,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
201,Chipre,CYP,166,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
202,República Checa,CZE,167,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
203,Dinamarca,DEN,168,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
204,Inglaterra,ENG,169,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
205,Estônia,EST,170,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
206,Ilhas Faroé,FRO,171,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
207,Finlândia,FIN,172,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
208,França,FRA,173,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
209,Geórgia,GEO,174,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
210,Alemanha,GER,175,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
211,Grécia,GRE,176,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
212,Hungria,HUN,177,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
213,Islândia,ISL,178,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
214,Irlanda,IRL,179,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
215,Itália,ITA,180,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
216,Cazaquistão,KAZ,181,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
217,Letônia,LVA,182,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
218,Liechtenstein,LIE,183,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
219,Lituânia,LTU,184,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
220,Luxemburgo,LUX,185,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
221,Macedônia do Norte,MKD,186,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
222,Malta,MLT,187,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
223,Moldávia,MDA,188,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
224,Países Baixos,NED,189,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
225,Irlanda do Norte,NIR,190,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
226,Noruega,NOR,191,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
227,Polônia,POL,192,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
228,Portugal,POR,193,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
229,Romênia,ROU,194,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
230,Rússia,RUS,195,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
231,San Marino,SMR,196,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
232,Escócia,SCO,197,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
234,Eslováquia,SVK,198,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
235,Eslovênia,SVN,199,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
236,Espanha,ESP,200,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
237,Suécia,SWE,201,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
238,Suíça,SUI,202,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
239,Ucrânia,UKR,203,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
240,Uzbequistão,UZB,204,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
241,País de Gales,WAL,205,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
245,Gibraltar,GIB,206,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
250,Mônaco,MON,207,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
260,Outros,OTH,208,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
298,Taipé Chinês,TPE,209,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
303,Sérvia,SRB,210,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
304,Montenegro,MNE,211,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
311,Kosovo,KOS,212,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
312,Sudão do Sul,SSD,213,10,9,Country.bin,dt870_console_win.cpk,dt870_updated,1488,788,70,utf-8,6dcb876a1922281cc5bf513f8ee117846fbeed42e48936f40af2007232c1b0a7,True,True,True,clubef-coach-display-fields-extraction-v2,True,
